,Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
2546,banyak banget yang belum disebutkan dan lucunya masa saya dituntut untuk senang cuma orang yang berpikir begitu,0,1,0,0,0,0,0,0,0,0,0,0
2547,mainkan mang,0,0,0,0,0,0,0,0,0,0,0,0
2548,rt pengguna gue bikin video isinya photo dan video ucapan selamat ulang tahun untuk dia ya boleh memaki saya sekarang ya waktunya oke,0,0,0,0,0,0,0,0,0,0,0,0
2549,pengguna cina negara anti islam sangat disesalkan justru berhutang sama negara,1,0,0,1,1,1,0,0,0,0,1,0
2550,ayo muslim hantam terus rakyat akan paham yang harus dibuang islam pengguna parmusi dorong rancangan undang undang anti paham,1,0,0,1,1,0,0,1,0,0,0,1
2551,pengguna mana aku tahu aku kan,0,0,0,0,0,0,0,0,0,0,0,0
2552,pengguna lebih baik pilih ahok daripada pilih yang se iman tetapi koruptor dan kamu,1,1,1,0,1,0,0,0,0,1,0,0
2553,entah kenapa pesimisme yang justru ditonjolkan oleh jokowi,1,0,1,0,0,0,0,0,1,1,0,0
2554,kenapa ya gue punya kakak laki mulutnya lemas banget kayak yang lagi marah mentolo tak gue cangkem e,1,1,1,0,0,0,0,1,0,1,0,0
2555,bukannya di negeri ini juga begitu om pekerja adalah jongos cina doang kerja dari subuh sampai malam digaji pas pasan yang kayak cina,1,1,0,1,0,1,0,0,0,0,1,0
2556,pengguna t tapi dia ini mencurigakan bahkan aku berpikir kalau dia bukan papa presiden melainkan sebenarnya dia adalah agent beras,0,0,0,0,0,0,0,0,0,0,0,0
2557,pengguna pengguna boros hemat pakai otak,1,1,1,0,0,0,0,0,1,1,0,0
2558,siapa tahu dengan semakin tingginya tingkat fitur pengamanan paspor indonesia negara negara akan lebih berminat untuk memberikan fasilitas pengguna untuk para warga negara indonesia khususnya pemegang paspor biasa,0,0,0,0,0,0,0,0,0,0,0,0
2559,gampangan banget sih jadi orang baru dipuji sedikit saja sudah kayak mau memberi kehormatannya saja haha,1,1,1,0,0,0,0,1,0,1,0,0
2560,pengguna sa ingat mana kutipan nih,0,1,0,0,0,0,0,0,0,0,0,0
2561,rt pengguna pengguna pengguna pengguna pengguna politikus apa pelawak maaf kayak karakter pelawak haji bolot kalau dengar yang dia,0,0,0,0,0,0,0,0,0,0,0,0
2562,bila sesuai kepentingan jokowi didukung bila mengganggu kepentingan akan disikat,1,0,1,0,0,0,0,0,1,1,0,0
2563,haha jadi ada yang malu malu mengakui kinerja presiden ya,0,0,0,0,0,0,0,0,0,0,0,0
2564,sing pacarku hilang diambil apa wajahku kurang seram sayang,0,1,0,0,0,0,0,0,0,0,0,0
2565,41 bila bijak pengguna akan memilih opsi mundur dan bila berambisi kekuasaan jokowi akan pilih opsi bertahan,1,0,1,0,0,0,0,0,1,1,0,0
2566,padahal pak jokowi sudah pesan kerja kerja dan kerja eh ini malah demo si goblok teh,1,1,1,0,0,0,0,0,1,1,0,0
2567,pengguna pak pengguna tujuan hidup muslim beribadah ke allah subhanahu wa taala bertentangan dengan kepentingan bangsa negara,1,0,0,1,1,0,0,0,0,0,1,0
2568,beritanya bohong mulu nih pak jokowi uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
2569,info warga badui setelah selesai memperingati tradisi seba di pendopo pemerintah kabupaten lebak akan dilanjutkan kembali bertemu dengan gubernur banten wahidin halim hari ini sabtu 21 4 seba baduy 2018 alam banten,0,0,0,0,0,0,0,0,0,0,0,0
2570,pengguna apa siapa,0,0,0,0,0,0,0,0,0,0,0,0
2571,pengguna pengguna pengguna pengguna coba kamu kroscek soal tenaga kerja asing ke adik yusuf sama itu dia juga oposan kayak kamu tapi dia realistis dengan data dan mata kepala sendiri tidak kayak kamu cuma katanya kamu telan sudah itu mentah mentah,1,0,1,0,0,0,0,0,1,1,0,0
2572,kesepakatan bersama 4 dodi giri 4 sumatera selatan pengguna pengguna pengguna pengguna pengguna,0,0,0,0,0,0,0,0,0,0,0,0
2573,pengguna pengguna iya juga sih yang bilang banyak amp tidak juga anggota dewan perwakilan rakyat terus bagaimana dong,0,0,0,0,0,0,0,0,0,0,0,0
2574,bahagianya pengguna swafoto dengan pengguna di pesawat presiden jokowi cak imin,0,0,0,0,0,0,0,0,0,0,0,0
2575,pengguna apakah handphoneku,0,0,0,0,0,0,0,0,0,0,0,0
2576,aduh badan tidak pada jangan khawatir jus herbal cmp dapat menurunkan bb 2 5 kg minggunya nyata hasilnya plus mengobati berbagai penyakit mengepoi iya minat chat me handphone 082316861194 pin d2907677,0,0,0,0,0,0,0,0,0,0,0,0
2577,rt pengguna sih abang mengucapkan selamat pagi uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
2578,rt pengguna ingin banget duduki kayak begini menusuk nusuk perut siapa yang mau jadi kudanya diduduki bokep gratis hypertext transfer protocol,0,1,0,0,0,0,0,0,0,0,0,0
2579,tiada pangkat yang paling mulia di dunia ini selain pangkat seorang ibu sehebat apapun manusia pasti terlahir dari seorang ibu keahlian hanya 1 tukang tipu plonga plongo mengakibatkan optimisme berlebihan 2019 ganti presiden plonga plongo,1,1,0,1,0,0,0,0,1,0,1,0
2580,mampir di tulisan terbaru saya ya berani jalan jalan,0,0,0,0,0,0,0,0,0,0,0,0
2581,paling gemas sih sama yang duduki bangku prioritas tapi lanjut usia bukan hamil atau bawa anak tidak apalagi,0,0,0,0,0,0,0,0,0,0,0,0
2582,saya pernah baca bila anda berhenti melakukan atau selama min 3 bulan anda akan merasakan setiap hari seperti memakai acid dosis rendah saya ingin coba tapi terlalu buat berhasil barangkali ada yang mau coba terus benaran saya bakal berusaha lebih keras,0,0,0,0,0,0,0,0,0,0,0,0
2583,gue sudah saja,0,1,0,0,0,0,0,0,0,0,0,0
2584,berita islam rabi israel sebut orang berkulit hitam sebagai picu kecaman keras uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
2585,pengguna mengadu ke allah agar para pemimpin yang segera bertobat kepada allah dan kembali ke jalan allah,0,1,0,0,0,0,0,0,0,0,0,0
2586,perhatikan kampus mana yang pertama kali aksi demo melawan dan menuntut soeharto mundur kampus mana yang gencar terus menerus selama lebih 1 bulan aksi demo tanpa henti trisakti atma jaya universitas tarumanegara universitas kristen uki kampus2 yang terafiliasi dengan csis elite k,0,0,0,0,0,0,0,0,0,0,0,0
2587,begitulah pak jika seseorang sudah mengidap paranoid kayak bapak ini semua ditangkap,1,0,1,0,0,0,0,0,1,1,0,0
2588,pengguna pengguna pengguna membawa nama islam tetapi menggunakan cara partai komunis indonesia partai syariat,1,0,0,1,1,1,0,0,0,0,1,0
2589,pengguna pengguna dasar dan plongo,1,1,1,0,0,0,0,0,1,1,0,0
2590,pengguna ini sudah termasuk teror bukan aparat inimah tapi politik bahasanya mafia politik hati hati bos kami tidak takut ancaman intimidasi demokrasi kepolisian republik indonesia pengguna cat pengguna,1,1,0,1,0,0,0,0,1,0,1,0
2591,tidak apa apa lah daripada sih tabib cabul teriak teriak tidak karuan sambi mengocok tongkol meminta gambar bugil hoaalaaaah tidak membayang saya dasar binatang uniform resource locator,1,1,1,0,0,0,0,1,0,1,0,0
2592,pak pengguna harusnya jadi ulama yang pewaris nabi menegakkan kebenaran karena data dan keilmuan bukan semata tsiqoh karena yang pertama al fahmi pak pengguna bisa belajar dari pengguna perihal pengguna,0,0,0,0,0,0,0,0,0,0,0,0
2593,mari kita pecat ahok dari gubernur jakarta karena hanya bikin rusuh dan konflik di negeri ini jangan mau dibohongi ahok,1,0,1,0,0,0,0,0,1,1,0,0
2594,ingat ingat jokower rt pengguna pengguna nah di sini tim sukses ahok agak terlena mereka lebih mengedepankan hasil kinerja rasio ketimbang 2 aspek lain,1,0,0,1,0,0,0,0,1,0,1,0
2595,pengguna bentar bentar mirip siapa ya pikir keras,1,1,1,0,0,0,0,0,1,1,0,0
2596,pengguna presiden yang mempermalukan bangsanya sendiri plonga plongo tulah toleh macam boneka,1,1,1,0,0,0,1,0,0,1,0,0
2597,keputusan erka hari ini harus kita hormati begitupun sebaliknya kami tidak akan memilih partai pendukung penista agama,1,0,0,1,1,0,0,0,0,0,1,0
2598,jokowi mengatakan sebuah negara akan kuat bila umara pemerintah dan ulama berjalan beriringan dan selalu bersilaturahmi,0,0,0,0,0,0,0,0,0,0,0,0
2599,dan sih pemain teriak begitu tidak pikir dampak nya fan masing masing jadi makin panas dan pemain nya sendiri yang rugi saat away takut nya terjadi apa apa harus cepat cepat di atasi sebelum panas banget,1,1,1,0,0,0,0,0,1,1,0,0
2600,pengguna pengguna pengguna apakah rasulullah orang kayak rasulullah menggadaikan baju besinya ke orang yahudi apa karena rasulullah banyak harta pikir dong nah apa lagi berutang dengan bunga riba apa rasulullah suka,0,0,0,0,0,0,0,0,0,0,0,0
2601,rt pengguna setya novanto sampai level tertentu akan pendendam tetapi tidak akan bikin lawannya babak belur sampai mati,1,0,1,0,0,0,0,0,1,1,0,0
2602,rt pengguna pengguna pasti ada hubungannya sama partai dari cina ini,1,0,0,1,0,1,0,0,0,0,1,0
2603,apa komisi aparatur sipil negara berani lawan kalau iya rakyat salut jangan hanya ky ombudsman koar koar terus diam mana hasilnya malah mengurusi tenaga kerja asing disulut apaan itu tanah abang ditutup pengguna bungkam pada takut organisasi masyarakat atau takut tidak dapat disetujui bagian anggaran pendapatan dan belanja daerah kalau niat sudah usut pasti b,1,0,0,1,0,0,0,0,1,0,1,0
2604,seblak pusing mencret,0,0,0,0,0,0,0,0,0,0,0,0
2605,pengguna ada teman gue tapi tidak sampai trauma juga xari teman baru saja tidak semua cewek yang tampangnya agak laki itu kok,0,0,0,0,0,0,0,0,0,0,0,0
2606,pengguna pengguna ya memang nu musuh yang ditakuti partai komunis indonesia coba kamu baca buku sejarah banyak dijual buku membuat nasakom itu karena kemauan buku untuk mengakomodir 3 partai besar pada masa itu nu ikut agar pemerintah tidak 100 dikuasai partai komunis indonesia beli,0,0,0,0,0,0,0,0,0,0,0,0
2607,pengguna pengguna pengguna haha anak mana mengerti orang baca dt belakang efilnikcufecin keturunan memang,1,1,0,1,0,0,0,0,1,0,1,0
2608,pengguna terbayang,0,1,0,0,0,0,0,0,0,0,0,0
2609,alhamdulillah pak pengguna dekat lagi dengan ulama sering silaturahmi ke pesantren tiga tahun silam pak jokowi jarang ke pesantren bahkan ke ulama yang berseberangan tidak mau bertemu ada apa ya,0,0,0,0,0,0,0,0,0,0,0,0
2610,persebaya kemarin tidak menang inggris kalah timnas kalah kalahe sama malaysia sekalian ah mencret semua,1,1,0,1,0,0,0,0,1,0,1,0
2611,sekolah agama bukan pengukur iman seseorang,0,0,0,0,0,0,0,0,0,0,0,0
2612,pengguna beli album dan lain lain adalah sebuah saksi kehidupan ku,0,0,0,0,0,0,0,0,0,0,0,0
2613,pengguna paham dimata liberal adalah radikal begitupun sebaliknya terus kenapa masjid yang disasar,0,0,0,0,0,0,0,0,0,0,0,0
2614,pengguna pengguna pengguna sebab pro yahudi,0,0,0,0,0,0,0,0,0,0,0,0
2615,pengguna ke an yang hakiki ketika pacaran bertahun tahun tapi tak tau ketemu fake ppl is everywhere merasakan se tapi kok heran aku wkwk,0,1,0,0,0,0,0,0,0,0,0,0
2616,bagi allah subhanahu wa taala biadab tak ada kata cukup sebelum semua dihilangkan dari muka bumi sisa hanya mukmin,1,1,0,1,1,0,0,0,0,0,1,0
2617,pengguna pengguna tidak aneh juga karena konsultan selalu dipakai untuk memuluskan korupsi oleh pejabat pemerintah badan usaha milik negara hal yang sama juga terjadi dalam perpanjangan konsesi pengguna melibatkan deutchbank rothschild dan konsultan lainnya yang sama,0,0,0,0,0,0,0,0,0,0,0,0
2618,pengguna pengguna,1,1,1,0,0,1,0,0,0,1,0,0
2619,rupiah haneul pada jualan di lini masa yang on retweet,0,1,0,0,0,0,0,0,0,0,0,0
2620,pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna yang teriak susah pasti tidak dapat jawabannya dan kamu tidak bisa jawab kan simpel kok sok pintar adalah kebaca k,1,1,1,0,0,0,0,0,1,1,0,0
2621,pengguna pengguna kamu,1,1,1,0,0,0,0,0,1,1,0,0
2622,mau setya novanto tersangka atau alien kena tetap blokir jokowi pecat jokowi tutup pintu istana buat jokowi,1,0,1,0,0,0,0,0,1,1,0,0
2623,dengan senang hati sih cewek tadi dilepaskan dan sih mbaknya naik ke angkutan umum itu jadilah di mbaknya di gang bang sama para pemerkosa itu setelah selesai sih mbaknya balik ke mobilnya sebelum marah pergi dia bilang ke para pemerkosa itu,1,1,0,1,0,0,0,1,0,0,1,0
2624,belum sepaham dengan kepemimpinan pak joko widodo aku dengan kerendahan hati mengajak marilah bersama sama kita dukung pak jokowi 2 periode percayalah indonesia yang sudah baik menjadi jauh lebih baik kerja kerja kerja melayani rakyatnya setelah 2019 si di 2024 ber,0,0,0,0,0,0,0,0,0,0,0,0
2625,pengguna pengguna pengguna ustad ini melihatnya pakai,1,1,1,0,0,0,0,0,1,1,0,0
2626,pengguna pengguna pengguna he he negeri ini butuh orang orang yang jujur dalam bekerja surat pemberitahuan tahunan sekarang ini bukan para pengikut kamu cabul amp yang hanya bisa menghembuskan fitnah hoaks provokasi amp kebencian,1,1,0,1,0,0,0,0,1,0,1,0
2627,pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna mentertawakan saja orang adalah kerjanya banget pendukung wan abud semua,1,1,0,1,0,0,0,0,1,0,1,0
2628,nampaknya istilah yang tepat untuk tenaga kerja indonesia rental atau tenaga kerja indonesia formalin adalah pekerja migran rumah tangga outsourcing persoalanya adalah bagaimanakah status atau kedudukan hukum para,0,0,0,0,0,0,0,0,0,0,0,0
2629,guru sekolah menengah kejuruan kota kediri siap sukseskan pilihan kepala daerah dan menolak berita hoaks,0,0,0,0,0,0,0,0,0,0,0,0
2630,12 di awal sambutannya presiden pengguna menyampaikan apresiasinya dapat bertemu dengan para kader pergerakan mahasiswa islam indonesia yang diyakini memiliki semangat tinggi sebagai pemuda muslim tanah air jokowi ajak masyarakat optimis,0,0,0,0,0,0,0,0,0,0,0,0
2631,pengguna begitulah partai keadilan sejahtera yang suka dengan pipis ilmu jadi nomor 2 yang utama adalah khotbahnya yang menyala nyala dan berani mencaci jokowi ya itulah junjungannya kayak sih pelari terlama sana itu wkwk,1,1,0,1,0,0,0,0,1,0,1,0
2632,pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna jangan begitu ayam hangat,1,1,1,0,0,0,0,0,1,1,0,0
2633,pengguna terbukti kampus kerakyatan kampus lain mu ngkin tidak kepikiran,0,0,0,0,0,0,0,0,0,0,0,0
2634,cinta itu dan tuli,0,0,0,0,0,0,0,0,0,0,0,0
2635,detik detik presiden indonesia eh gubernur indonesia pak pengguna bertemu dengan presiden turki pengguna tanpa teks tanpa bingung langsung nyerocos berbicara menampak sangat akrab sekali beda dengan sih itu ah sudahlah tidak usah dibahas memang kelia,1,0,1,0,0,0,0,0,1,1,0,0
2636,pengguna sapa dulu yang jual ke lah kok pangerannya disodorkan ke keluarga yang jual kekayaan bumi indonesia ke amerika mau kolaborasi jadi ya om,0,1,0,0,0,0,0,0,0,0,0,0
2637,pengguna haha sis tak pernah main sarah nih ini agenda yahudi semata,0,0,0,0,0,0,0,0,0,0,0,0
2638,pengguna pengguna pertanyaan kalau ini dijawab sama saja ikut kata om rg,0,1,0,0,0,0,0,0,0,0,0,0
2639,cont kekerasan yang berujung pembunuhan bukan hal yang untuk si rene tapi kali ini ada sesuatu yang menarik karena pelaku kekerasanlah yang menjadi korban di sini si rene sesekali melirik ke arah lucas menukar pikiran dari tatap l,0,0,0,0,0,0,0,0,0,0,0,0
2640,pengguna preman monyong putih kok dikasih panggung merusak acara enek lihatnya,1,1,1,0,0,0,0,0,1,1,0,0
2641,pengguna lagi cari dukungan ke mr presiden,0,0,0,0,0,0,0,0,0,0,0,0
2642,pengguna tidak usah spoiler,1,1,1,0,0,0,0,0,1,1,0,0
2643,pengguna pengguna apaan,0,1,0,0,0,0,0,0,0,0,0,0
2644,rt pengguna penjarakan penista agama atau pengguna turun uniform resource locator,1,0,1,0,1,0,0,0,0,0,0,1
2645,pengguna temannya kakak gue pernah kamu jurusan apa aku sastra rusia nih pasti kamu ya,0,0,0,0,0,0,0,0,0,0,0,0
2646,xl banget,0,1,0,0,0,0,0,0,0,0,0,0
2647,maju kamu sini pengguna,1,1,1,0,0,0,0,0,1,1,0,0
2648,pengguna pengguna iya,0,1,0,0,0,0,0,0,0,0,0,0
2649,nak tercabut jantung aku budak budak zaman sekarang main mercun apa nih sampai bunyi macam bom,0,0,0,0,0,0,0,0,0,0,0,0
2650,admin kok dendaman enggak usah jadi admin,1,1,1,0,0,0,0,0,1,1,0,0
2651,pengguna mas tolong sebutkan kitab suci agama mana yang fiksi,0,0,0,0,0,0,0,0,0,0,0,0
2652,pengguna teroris buddha myanmar,1,1,0,1,1,1,0,0,0,0,1,0
2653,cina memang sangat agresif mengambil alih saham saham perusahaan tambang di dunia cina juga mengambil alih saham tambang milik freeport di berbagai negara cina menaruh minat besar pada kepemilikan newmont dan freeport dalam memperkuat rantai supply i,0,0,0,0,0,0,0,0,0,0,0,0
2654,pengguna berapa,0,1,0,0,0,0,0,0,0,0,0,0
2655,rt pengguna pengguna bubarkan dewan perwakilan rakyat dewan perwakilan rakyat daerah bentuk panitia khusus hak angket dari rakyat untuk bekukan dewan perwakilan rakyat dewan perwakilan rakyat daerah,1,0,0,1,0,0,0,0,1,0,0,1
2656,pengguna pengguna deh lagi lagi dia ban serep plonga plongo politisi kutu kupret,1,1,1,0,0,0,0,0,1,1,0,0
2657,pengguna kamu,1,1,1,0,0,0,1,0,0,1,0,0
2658,pengguna bravo pak jokowi tekan freeport untuk kembalikan hak rakyat kelihatan sangat pro rakyat yang oknum penguasa partai masa lalu yang jual saham freeport ke tapi koarnya sok pro rakyat,0,0,0,0,0,0,0,0,0,0,0,0
2659,maluku hebat ketika maluku memiliki pasangan gubernur dan wakil gubernur yang dalam kampanyenya memberikan edukasi politik yang benar bukan hanya soal isu sara dan agama yang sama sekali tidak relevan,0,0,0,0,0,0,0,0,0,0,0,0
2660,pengguna pengguna dibungkus kayu sekalian biar kalau dibanting tidak pecah dan haha,0,0,0,0,0,0,0,0,0,0,0,0
2661,dan barang siapa berpaling dari peringatan ku maka sungguh dia akan menjalani kehidupan yang sempit dan kami akan mengumpulkannya pada hari kiamat dalam keadaan qs ta apa 124,0,0,0,0,0,0,0,0,0,0,0,0
2662,selalu ingat km bukan siapa siapa bukan apa apa jadi tidak ada pentingnya juga buat kamu tau but i need belong to someone haha agony of loneliness huh teori nya pak kassin lagi nih,1,1,1,0,0,0,0,0,1,1,0,0
2663,sindir menyindir itu wajar semua orang pasti pernah menyindir yang itu kamu kenapa gampang merasa habis itu marah marah,1,1,1,0,0,0,0,0,1,1,0,0
2664,ajari anak mengenal organ intim,0,0,0,0,0,0,0,0,0,0,0,0
2665,kita bhineka tunggal ika hidup bersama sebagai keluarga satu bangsa dan umat tuhan salam natal dari kupang,0,0,0,0,0,0,0,0,0,0,0,0
2666,pengguna saya mau tanya kitab suci yang anda gunakan sesuai dengan agama yang anda anut apa apakah isi dari kitab suci anda itu sudah tergenapi atau belum dalam kehidupan anda sekarang ini,0,0,0,0,0,0,0,0,0,0,0,0
2667,pengguna lah sok intelek kayak,1,1,1,0,0,0,0,0,1,1,0,0
2668,proyek pembangunan bendungan pelosika dibatalkan presiden,0,0,0,0,0,0,0,0,0,0,0,0
2669,pengguna enggak usah menyebut itu,0,1,0,0,0,0,0,0,0,0,0,0
2670,barisan serba guna jaga ulama,0,0,0,0,0,0,0,0,0,0,0,0
2671,bela jokowi ruhut sebut prabowo tak akan bisa menandingi jokowi di pemilihan presiden 2019 jangan terlalu ambisi uniform resource locator melalui,1,0,1,0,0,0,0,0,1,1,0,0
2672,jadi gue itu punya grup di whatsapp grup msgi alias minoritas sexual and gender identity jadi ya isinya kebanyakan sama yang diomongi apa saja semuanya ya sex politik diskriminasi faith religion dan lain lain,0,0,0,0,0,0,0,0,0,0,0,0
2673,pengguna halo amel aku baca sampai hakdhsk biel00l di sini,0,0,0,0,0,0,0,0,0,0,0,0
2674,pengguna biar,1,1,1,0,0,0,0,0,1,1,0,0
2675,apaan sih musisi asli kebanyakan,1,1,1,0,0,0,0,0,1,1,0,0
2676,pengguna meja iya ujian nasional,0,0,0,0,0,0,0,0,0,0,0,0
2677,pengguna berisik nih,1,1,1,0,0,0,0,0,1,1,0,0
2678,pengguna eh malam jadian betul tau kalau spesial force cerita curi bank kan kita malam malam plan baik punya curi air kat cafe seorang jaga hujung seorang jaga depan seorang tengok cik syakir haha gempa,1,1,1,0,0,0,0,0,1,1,0,0
2679,pengguna kalau memang gentleman sebut saja siapa orangnya,1,1,1,0,0,0,0,1,0,1,0,0
2680,17 april 2018 pada sidang excecutive board unesco presiden unesco menyetujui hasil sidang komisi dengan ketukan palu tepat pada 16 20 waktu indonesia bagian barat artinya geopark ciletuh pelabuhan ratu sah menyandang predikat ciletuh pelabuhan ratu unesco global geopark cpu gg congratulation,0,0,0,0,0,0,0,0,0,0,0,0
2681,sedikit sedikit lapor apa tidak ada habisnya ini jokowi aneh uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
2682,bahkan jika benar mereka imigran pun mereka sudah tinggal sebelum berdiri myanmar 1948 apa imigran cina boleh kita usir dari indonesia banyak yang siap kalau aturan mainnya begitu,1,0,0,1,0,1,0,0,0,0,0,1
